,frequency,look_back,num_nodes,batch_size,accuracy,balanced_accuracy,weighted_f1_score,weighted_precision,weighted_recall,time
54,1min,3,16,6,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,51.89585471153259
55,1min,3,16,12,0.9684957590444867,0.44945619079868315,0.9685165310714904,0.9685390341007444,0.9684957590444867,30.936339616775513
56,1min,3,16,24,0.9646875540938203,0.4828672470453625,0.9647452541688305,0.964817379262593,0.9646875540938203,16.14061665534973
57,1min,3,32,6,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,52.03221273422241
58,1min,3,32,12,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,28.440775156021118
59,1min,3,32,24,0.9688419594945473,0.4829771143833984,0.96908617641871,0.9693324301996715,0.9688419594945473,16.73590636253357
60,1min,3,64,6,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,56.56390738487244
61,1min,3,64,12,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,31.1941077709198
62,1min,3,64,24,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,18.510813236236572
63,1min,6,16,6,0.951679944579148,0.367292663163231,0.9518326961513058,0.9519873571181157,0.951679944579148,65.83475875854492
64,1min,6,16,12,0.951679944579148,0.39327159888099494,0.951898712166302,0.9521197005444052,0.951679944579148,35.70008563995361
65,1min,6,16,24,0.9509871839279529,0.4115000252707918,0.9520949002884674,0.9532076943332861,0.9509871839279529,21.18673062324524
66,1min,6,32,6,0.9513335642535504,0.3442404210982451,0.9513335642535504,0.9513335642535504,0.9513335642535504,66.8384895324707
67,1min,6,32,12,0.9513335642535504,0.3668274636642151,0.9514090989039922,0.9514851056459993,0.9513335642535504,36.34463548660278
68,1min,6,32,24,0.9513335642535504,0.39192264580545205,0.951527964693832,0.9517248131481749,0.9513335642535504,21.68302011489868
69,1min,6,64,6,0.9513335642535504,0.3442404210982451,0.9513335642535504,0.9513335642535504,0.9513335642535504,73.19067645072937
70,1min,6,64,12,0.9513335642535504,0.3442404210982451,0.9513335642535504,0.9513335642535504,0.9513335642535504,41.24783396720886
71,1min,6,64,24,0.951679944579148,0.39350302212282445,0.9519180853431529,0.9521581656108336,0.951679944579148,24.625691890716553
72,1min,12,16,6,0.925624133148405,0.3140891480926535,0.925670129355487,0.9257180420711975,0.925624133148405,93.096848487854
73,1min,12,16,12,0.9259708737864077,0.3642436013698322,0.9261907224040322,0.926412340655945,0.9259708737864077,50.63697648048401
74,1min,12,16,24,0.92250346740638,0.42180978448908096,0.9237883756075321,0.9250800953618419,0.92250346740638,29.643695831298828
75,1min,12,32,6,0.925624133148405,0.2958127430035293,0.925624133148405,0.925624133148405,0.925624133148405,94.1122841835022
76,1min,12,32,12,0.925624133148405,0.3155335925370979,0.925624133148405,0.925624133148405,0.925624133148405,54.331965923309326
77,1min,12,32,24,0.9257975034674064,0.36405145551058443,0.9259665960555901,0.9261358078910149,0.9257975034674064,29.474101066589355
78,1min,12,64,6,0.925624133148405,0.2958127430035293,0.925624133148405,0.925624133148405,0.925624133148405,104.89156246185303
79,1min,12,64,12,0.925624133148405,0.2958127430035293,0.925624133148405,0.925624133148405,0.925624133148405,60.299983739852905
80,1min,12,64,24,0.9259708737864077,0.3382535845966261,0.9261097854084647,0.9262504334257975,0.9259708737864077,36.93427872657776
